id,nba_api_id,first_name,last_name,display_name,birth_date,height_inches,weight_lbs,draft_year,bball_ref_id,position,team_id,status,is_active
257,1642939,Miles,Kelly,Miles Kelly,2003-01-26,76,190,Undrafted,kellymi02,Guard,,active,true
258,1628379,Luke,Kennard,Luke Kennard,1996-06-24,77,206,2017,kennalu01,Guard,14,active,true
259,1631117,Walker,Kessler,Walker Kessler,2001-07-26,86,245,2022,kesslwa01,Center,29,active,true
260,1630557,Corey,Kispert,Corey Kispert,1999-03-03,78,224,2021,kispeco01,Forward,4,active,true
261,1628467,Maxi,Kleber,Maxi Kleber,1992-01-29,82,240,Undrafted,klebima01,Forward,14,active,true
262,1641752,Bobi,Klintman,Bobi Klintman,2003-03-06,81,225,2024,klintbo01,Forward,,active,true
263,1642261,Dalton,Knecht,Dalton Knecht,2001-04-19,78,215,2024,knechda01,Forward,14,active,true
264,1642851,Kon,Knueppel,Kon Knueppel,2005-08-03,78,215,2025,knuepko01,Guard-Forward,33,active,true
265,1642278,Tyler,Kolek,Tyler Kolek,2001-03-27,74,195,2024,kolekty01,Guard,19,active,true
266,1631132,Christian,Koloko,Christian Koloko,2000-06-20,83,225,2022,kolokch01,Center,4,active,true
267,1629723,John,Konchar,John Konchar,1996-03-22,77,210,Undrafted,konchjo01,Guard,29,active,true
268,1628436,Luke,Kornet,Luke Kornet,1995-07-15,85,250,Undrafted,kornelu01,Center-Forward,26,active,true
269,1630249,Vít,Krejčí,Vít Krejčí,2000-06-19,80,195,2020,krejcvi01,Guard,24,active,true
270,1630228,Jonathan,Kuminga,Jonathan Kuminga,2002-10-06,79,225,2021,kuminjo01,Forward,4,active,true
271,1628398,Kyle,Kuzma,Kyle Kuzma,1995-07-24,80,221,2017,kuzmaky01,Forward,16,active,true
272,1631222,Jake,LaRavia,Jake LaRavia,2001-11-03,79,235,2022,laravja01,Forward,14,active,true
273,203897,Zach,LaVine,Zach LaVine,1995-03-10,77,200,2014,lavinza01,Guard,25,active,true
274,1629111,Jock,Landale,Jock Landale,1995-10-25,83,255,Undrafted,landajo01,Center,4,active,true
275,1642404,Chaz,Lanier,Chaz Lanier,2001-12-19,75,206,2025,laniech01,Guard,32,active,true
276,1641796,Pelle,Larsson,Pelle Larsson,2001-02-23,77,215,2024,larsspe01,Guard,15,active,true
277,1630639,A.J.,Lawson,A.J. Lawson,2000-07-15,78,179,Undrafted,lawsoaj01,Guard,28,active,true
278,1627747,Caris,LeVert,Caris LeVert,1994-08-25,79,205,2016,leverca01,Guard,32,active,true
279,202695,Kawhi,Leonard,Kawhi Leonard,1991-06-29,78,225,2011,leonaka01,Forward,13,active,true
280,1630604,E.J.,Liddell,E.J. Liddell,2000-12-18,78,240,2022,liddeej01,Forward,18,active,true
281,203081,Damian,Lillard,Damian Lillard,1990-07-15,74,200,2012,lillada01,Guard,24,active,true
282,1641726,Dereck,Lively II,Dereck Lively II,2004-02-12,85,230,2023,livelde01,Center,9,active,true
283,1630587,Isaiah,Livers,Isaiah Livers,1998-07-28,78,232,2021,liveris01,Forward,23,active,true
284,1641753,Chris,Livingston,Chris Livingston,2003-10-15,78,220,2023,livinch01,Forward,,active,true
285,1626172,Kevon,Looney,Kevon Looney,1996-02-06,81,222,2015,looneke01,Forward,7,active,true
286,201572,Brook,Lopez,Brook Lopez,1988-04-01,85,282,2008,lopezbr01,Center,13,active,true
287,1631126,Caleb,Love,Caleb Love,2001-09-27,75,212,Undrafted,loveca01,Guard,24,active,true
288,201567,Kevin,Love,Kevin Love,1988-09-07,82,251,2008,loveke01,Forward-Center,29,active,true
289,200768,Kyle,Lowry,Kyle Lowry,1986-03-25,72,196,2006,lowryky01,Guard,22,active,true
290,1642863,Khaman,Maluach,Khaman Maluach,2006-09-14,85,250,2025,maluakh01,Center,23,active,true
291,1630572,Sandro,Mamukelashvili,Sandro Mamukelashvili,1999-05-23,81,240,2021,mamuksa01,Forward-Center,28,active,true
292,1629611,Terance,Mann,Terance Mann,1996-10-18,78,215,2019,mannte01,Guard-Forward,18,active,true
293,1630544,Tre,Mann,Tre Mann,2001-02-03,76,178,2021,manntr01,Guard,33,active,true
294,1628374,Lauri,Markkanen,Lauri Markkanen,1997-05-22,85,240,2017,markkla01,Forward-Center,29,active,true
295,1630230,Naji,Marshall,Naji Marshall,1998-01-24,78,220,Undrafted,marshna01,Forward,9,active,true
296,1642918,Alijah,Martin,Alijah Martin,2001-12-26,74,210,2025,martial01,Guard,28,active,true
297,1628997,Caleb,Martin,Caleb Martin,1995-09-28,77,205,Undrafted,martica02,Forward,9,active,true
298,1628998,Cody,Martin,Cody Martin,1995-09-28,78,205,2019,martico01,Forward,,active,true
299,1631213,Tyrese,Martin,Tyrese Martin,1999-03-07,78,215,2022,martity01,Forward,22,active,true
300,1631097,Bennedict,Mathurin,Bennedict Mathurin,2002-06-19,77,210,2022,mathube01,Guard-Forward,13,active,true
301,1631255,Karlo,Matković,Karlo Matković,2001-03-30,82,231,2022,matkoka01,Forward-Center,7,active,true
302,1630178,Tyrese,Maxey,Tyrese Maxey,2000-11-04,74,200,2020,maxeyty01,Guard,22,active,true
303,1643024,Chris,Mañon,Chris Mañon,2001-12-09,76,209,Undrafted,manonch01,Guard,14,active,true
304,1630540,Miles,McBride,Miles McBride,2000-09-08,74,195,2021,mcbrimi01,Guard,19,active,true
305,1642272,Jared,McCain,Jared McCain,2004-02-20,75,195,2024,mccaija01,Guard,27,active,true
306,1630644,Mac,McClung,Mac McClung,1999-01-06,74,185,Undrafted,mccluma01,Guard,8,active,true
307,203468,CJ,McCollum,CJ McCollum,1991-09-19,75,190,2013,mccolcj01,Guard,4,active,true
308,204456,T.J.,McConnell,T.J. McConnell,1992-03-25,73,190,2015,mccontj01,Guard,21,active,true
309,1641755,Kevin,McCullar Jr.,Kevin McCullar Jr.,2001-03-15,78,210,2024,mcculke01,Guard,19,active,true
310,1630183,Jaden,McDaniels,Jaden McDaniels,2000-09-29,81,185,2020,mcdanja02,Forward,17,active,true
311,203926,Doug,McDermott,Doug McDermott,1992-01-03,79,225,2014,mcderdo01,Forward,25,active,true
312,1631121,Bryce,McGowens,Bryce McGowens,2002-11-08,78,190,2022,mcgowbr01,Guard,7,active,true
313,1629162,Jordan,McLaughlin,Jordan McLaughlin,1996-04-09,71,185,Undrafted,mclaujo01,Guard,26,active,true
314,1642862,Liam,McNeeley,Liam McNeeley,2005-10-10,79,210,2025,mcneeli01,Forward,33,active,true
315,1629001,De'Anthony,Melton,De'Anthony Melton,1998-05-28,74,200,2018,meltode01,Guard,11,active,true
316,1630241,Sam,Merrill,Sam Merrill,1996-05-15,76,205,2020,merrisa01,Guard,6,active,true
317,203114,Khris,Middleton,Khris Middleton,1991-08-12,79,222,2012,middlkh01,Forward,9,active,true
318,1641706,Brandon,Miller,Brandon Miller,2002-11-22,79,200,2023,millebr02,Forward,33,active,true
319,1641801,Emanuel,Miller,Emanuel Miller,2000-06-19,77,215,Undrafted,milleem01,Forward,26,active,true
320,1641757,Jordan,Miller,Jordan Miller,2000-01-23,77,194,2023,millejo02,Guard,13,active,true
321,1631159,Leonard,Miller,Leonard Miller,2003-11-26,82,220,2023,millele01,Forward,8,active,true
322,1642434,Riley,Minix,Riley Minix,2000-09-22,79,230,Undrafted,minixri01,Forward,6,active,true
323,1631169,Josh,Minott,Josh Minott,2002-11-25,80,205,2022,minotjo01,Forward,18,active,true
324,1642274,Yves,Missi,Yves Missi,2004-05-14,83,235,2024,missiyv01,Center,7,active,true
325,1642349,Ajay,Mitchell,Ajay Mitchell,2002-06-25,76,190,2024,mitchaj01,Guard,27,active,true
326,1630558,Davion,Mitchell,Davion Mitchell,1998-09-05,72,202,2021,mitchda01,Guard,15,active,true
327,1628378,Donovan,Mitchell,Donovan Mitchell,1996-09-07,74,215,2017,mitchdo01,Guard,6,active,true
328,1630596,Evan,Mobley,Evan Mobley,2001-06-18,83,215,2021,mobleev01,Center,6,active,true
329,1642367,Jonathan,Mogbo,Jonathan Mogbo,2001-10-29,81,225,2024,mogbojo01,Forward,28,active,true
330,1628370,Malik,Monk,Malik Monk,1998-02-04,75,200,2017,monkma01,Guard,25,active,true
331,1630541,Moses,Moody,Moses Moody,2002-05-31,77,211,2021,moodymo01,Guard,11,active,true
332,1631111,Wendell,Moore Jr.,Wendell Moore Jr.,2001-09-18,77,215,2022,moorewe01,Guard,32,active,true
333,1629630,Ja,Morant,Ja Morant,1999-08-10,74,174,2019,moranja01,Guard,30,active,true
334,1628420,Monte,Morris,Monte Morris,1995-06-27,74,183,2017,morrimo01,Guard,,active,true
335,1630530,Trey,Murphy III,Trey Murphy III,2000-06-18,80,206,2021,murphtr02,Forward,7,active,true
336,1627749,Dejounte,Murray,Dejounte Murray,1996-09-19,76,180,2016,murrade01,Guard,7,active,true
337,1627750,Jamal,Murray,Jamal Murray,1997-02-23,76,215,2016,murraja01,Guard,10,active,true
338,1631099,Keegan,Murray,Keegan Murray,2000-08-19,80,225,2022,murrake02,Forward,25,active,true
339,1631200,Kris,Murray,Kris Murray,2000-08-19,80,218,2023,murrakr01,Forward,24,active,true
340,1642867,Collin,Murray-Boyles,Collin Murray-Boyles,2005-06-10,79,245,2025,murraco01,Forward,28,active,true
341,1629004,Svi,Mykhailiuk,Svi Mykhailiuk,1997-06-10,79,205,2018,mykhasv01,Guard-Forward,29,active,true
342,1631250,Pete,Nance,Pete Nance,2000-02-19,81,225,Undrafted,nancepe01,Forward,16,active,true
343,1626204,Larry,Nance Jr.,Larry Nance Jr.,1993-01-01,78,245,2015,nancela02,Forward-Center,6,active,true
344,1629614,Andrew,Nembhard,Andrew Nembhard,2000-01-16,76,191,2022,nembhan01,Guard-Forward,21,active,true
345,1642948,Ryan,Nembhard,Ryan Nembhard,2003-03-10,71,180,Undrafted,nembhry01,Guard,9,active,true
346,1630174,Aaron,Nesmith,Aaron Nesmith,1999-10-16,77,215,2020,nesmiaa01,Guard-Forward,21,active,true
347,1642854,Asa,Newell,Asa Newell,2005-10-05,82,220,2025,newelas01,Forward,4,active,true
348,1627777,Georges,Niang,Georges Niang,1993-06-17,79,230,2016,niangge01,Forward,4,active,true
349,1642949,Yanic,Konan Niederhäuser,Yanic Konan Niederhäuser,2003-03-14,83,242,2025,konanya01,Center,13,active,true
350,1630192,Zeke,Nnaji,Zeke Nnaji,2001-01-09,82,240,2020,nnajize01,Forward-Center,10,active,true
351,203994,Jusuf,Nurkić,Jusuf Nurkić,1994-08-23,83,290,2014,nurkiju01,Center,29,active,true
352,1626220,Royce,O'Neale,Royce O'Neale,1993-06-05,78,226,Undrafted,onealro01,Forward,23,active,true
353,1629006,Josh,Okogie,Josh Okogie,1998-09-01,76,213,2018,okogijo01,Guard,12,active,true
354,1630168,Onyeka,Okongwu,Onyeka Okongwu,2000-12-11,82,240,2020,okongon01,Forward-Center,4,active,true
355,1630171,Isaac,Okoro,Isaac Okoro,2001-01-26,76,225,2020,okorois01,Forward-Guard,8,active,true
356,1642950,Lachlan,Olbrich,Lachlan Olbrich,2003-12-30,80,236,2025,olbrila01,Center,8,active,true
357,203482,Kelly,Olynyk,Kelly Olynyk,1991-04-19,84,240,2013,olynyke01,Forward-Center,26,active,true
358,1626162,Kelly,Oubre Jr.,Kelly Oubre Jr.,1995-12-09,80,210,2015,oubreke01,Forward-Guard,22,active,true
359,101108,Chris,Paul,Chris Paul,1985-05-06,72,175,2005,paulch01,Guard,,active,true
360,1627780,Gary,Payton II,Gary Payton II,1992-12-01,74,195,Undrafted,paytoga02,Guard,11,active,true
361,1642877,Micah,Peavy,Micah Peavy,2001-07-16,79,215,2025,peavymi01,Guard-Forward,7,active,true
362,1642869,Noah,Penda,Noah Penda,2005-01-07,79,215,2025,pendano01,Guard-Forward,20,active,true
363,1643007,Taelon,Peter,Taelon Peter,2002-02-27,75,185,2025,peterta01,Guard,21,active,true
364,1641809,Drew,Peterson,Drew Peterson,1999-11-09,80,205,Undrafted,peterdr01,Forward,,active,true
365,1641763,Julian,Phillips,Julian Phillips,2003-11-05,78,201,2023,phillju01,Forward,17,active,true
366,1629618,Jalen,Pickett,Jalen Pickett,1999-10-22,74,202,2023,pickeja02,Guard,10,active,true
367,1630590,Scotty,Pippen Jr.,Scotty Pippen Jr.,2000-11-10,74,170,Undrafted,pippesc02,Guard,30,active,true
368,1631342,Daeqwon,Plowden,Daeqwon Plowden,1998-08-29,76,216,Undrafted,plowdda01,Guard-Forward,25,active,true
369,203486,Mason,Plumlee,Mason Plumlee,1990-03-05,84,254,2013,plumlma01,Forward-Center,26,active,true
370,1641764,Brandin,Podziemski,Brandin Podziemski,2003-02-25,76,205,2023,podzibr01,Guard,11,active,true
371,1627751,Jakob,Poeltl,Jakob Poeltl,1995-10-15,84,253,2016,poeltja01,Center,28,active,true
372,1629673,Jordan,Poole,Jordan Poole,1999-06-19,76,194,2019,poolejo01,Guard,7,active,true
373,1641854,Craig,Porter Jr.,Craig Porter Jr.,2000-02-26,73,180,Undrafted,portecr01,Guard,6,active,true
374,1629645,Kevin,Porter Jr.,Kevin Porter Jr.,2000-05-04,77,203,2019,porteke02,Guard-Forward,16,active,true
375,1629008,Michael,Porter Jr.,Michael Porter Jr.,1998-06-29,82,218,2018,portemi01,Forward,18,active,true
376,1626171,Bobby,Portis,Bobby Portis,1995-02-10,81,250,2015,portibo01,Forward,16,active,true
377,204001,Kristaps,Porziņģis,Kristaps Porziņģis,1995-08-02,86,240,2015,porzikr01,Forward-Center,11,active,true
378,1642366,Quinten,Post,Quinten Post,2000-03-21,84,238,2024,postqu01,Center,11,active,true
379,1642962,Drake,Powell,Drake Powell,2005-09-08,77,195,2025,poweldr01,Guard-Forward,18,active,true
380,203939,Dwight,Powell,Dwight Powell,1991-07-20,82,240,2014,poweldw01,Forward-Center,9,active,true
381,1626181,Norman,Powell,Norman Powell,1993-05-25,75,215,2015,powelno01,Guard,15,active,true
382,1627752,Taurean,Prince,Taurean Prince,1994-03-22,78,218,2016,princta02,Forward,16,active,true
383,1630202,Payton,Pritchard,Payton Pritchard,1998-01-28,73,195,2020,pritcpa01,Guard,5,active,true
384,1642878,Tyrese,Proctor,Tyrese Proctor,2004-04-01,76,185,2025,proctty01,Guard,6,active,true
385,1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,2002-07-03,79,230,2023,prospol01,Forward,30,active,true
386,1642852,Derik,Queen,Derik Queen,2004-12-27,81,250,2025,queende01,Center,7,active,true
387,1629674,Neemias,Queta,Neemias Queta,1999-07-13,84,248,2021,quetane01,Center,5,active,true
388,1630193,Immanuel,Quickley,Immanuel Quickley,1999-06-17,74,190,2020,quickim01,Guard,28,active,true
389,203944,Julius,Randle,Julius Randle,1994-11-29,81,250,2014,randlju01,Forward-Center,17,active,true
390,1642875,Maxime,Raynaud,Maxime Raynaud,2003-04-07,85,250,2025,raynama01,Center,25,active,true
391,1641871,Duop,Reath,Duop Reath,1996-06-26,81,245,Undrafted,reathdu01,Center,,active,true
392,1630559,Austin,Reaves,Austin Reaves,1998-05-29,77,197,Undrafted,reaveau01,Guard,14,active,true
393,1630194,Paul,Reed,Paul Reed,1999-06-14,81,210,2020,reedpa01,Forward,32,active,true
394,1641810,Antonio,Reeves,Antonio Reeves,2000-11-20,77,205,2024,reevean01,Guard,33,active,true
395,1629675,Naz,Reid,Naz Reid,1999-08-26,81,264,Undrafted,reidna01,Center-Forward,17,active,true
396,1642954,Will,Richard,Will Richard,2002-12-24,75,206,2025,richawi02,Guard,11,active,true
397,1630208,Nick,Richards,Nick Richards,1997-11-29,83,245,2020,richani01,Center,8,active,true
398,1642859,Jase,Richardson,Jase Richardson,2005-10-16,73,180,2025,richaja02,Guard,20,active,true
399,1642860,Will,Riley,Will Riley,2006-02-10,81,180,2025,rileywi01,Forward,31,active,true
400,1642258,Zaccharie,Risacher,Zaccharie Risacher,2005-04-08,80,200,2024,risacza01,Forward,4,active,true
401,1629130,Duncan,Robinson,Duncan Robinson,1994-04-22,79,215,Undrafted,robindu01,Forward,32,active,true
402,1629011,Mitchell,Robinson,Mitchell Robinson,1998-04-01,84,240,2018,robinmi01,Center-Forward,19,active,true
403,1631115,Orlando,Robinson,Orlando Robinson,2000-07-10,82,235,Undrafted,robinor01,Center,,active,true
404,1630526,Jeremiah,Robinson-Earl,Jeremiah Robinson-Earl,2000-11-03,81,240,2021,robinje02,Forward,,active,true
405,1631157,Ryan,Rollins,Ryan Rollins,2002-07-03,75,180,2022,rolliry01,Guard,16,active,true
406,1642050,Jackson,Rowe,Jackson Rowe,1997-01-04,79,210,Undrafted,roweja01,Forward,11,active,true
407,1626179,Terry,Rozier,Terry Rozier,1994-03-17,73,190,2015,roziete01,Guard,15,active,true
408,1641712,Rayan,Rupert,Rayan Rupert,2004-05-31,79,205,2023,ruperra01,Guard-Forward,30,active,true
409,1626156,D'Angelo,Russell,D'Angelo Russell,1996-02-23,75,193,2015,russeda01,Guard,31,active,true
410,1627734,Domantas,Sabonis,Domantas Sabonis,1996-05-03,82,240,2016,sabondo01,Forward-Center,25,active,true
411,1642275,Tidjane,Salaün,Tidjane Salaün,2005-08-10,82,207,2024,salauti01,Forward,33,active,true
412,1642282,Hunter,Sallis,Hunter Sallis,2003-03-26,76,185,Undrafted,sallihu01,Guard,,active,true
413,1642920,Kobe,Sanders,Kobe Sanders,2002-05-30,80,207,2025,sandeko01,Guard,13,active,true
414,1630611,Gui,Santos,Gui Santos,2002-06-22,79,185,2022,santogu01,Forward,11,active,true
415,1642879,Ben,Saraf,Ben Saraf,2006-04-14,78,200,2025,sarafbe01,Guard,18,active,true
416,1642259,Alex,Sarr,Alex Sarr,2005-04-26,84,205,2024,sarral01,Center,31,active,true
417,1631204,Marcus,Sasser,Marcus Sasser,2000-09-21,73,195,2023,sassema01,Guard,32,active,true
418,1631248,Baylor,Scheierman,Baylor Scheierman,2000-09-26,78,205,2024,scheiba01,Guard,5,active,true
419,203471,Dennis,Schröder,Dennis Schröder,1993-09-15,73,175,2013,schrode01,Guard,6,active,true
420,1641813,Mark,Sears,Mark Sears,2002-02-19,72,185,Undrafted,searsma01,Guard,,active,true
421,1630578,Alperen,Sengun,Alperen Sengun,2002-07-25,83,243,2021,sengual01,Center,12,active,true
422,1641729,Brice,Sensabaugh,Brice Sensabaugh,2003-10-30,78,235,2023,sensabr01,Forward,29,active,true
423,1629012,Collin,Sexton,Collin Sexton,1999-01-04,75,190,2018,sextoco01,Guard,8,active,true
424,1629013,Landry,Shamet,Landry Shamet,1997-03-13,77,190,2018,shamela01,Guard,19,active,true
425,1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,2000-07-30,78,215,2024,shannte01,Guard-Forward,17,active,true
426,1630549,Day'Ron,Sharpe,Day'Ron Sharpe,2001-11-06,82,265,2021,sharpda01,Center,18,active,true
427,1631101,Shaedon,Sharpe,Shaedon Sharpe,2003-05-30,77,210,2022,sharpsh01,Guard,24,active,true
428,1642347,Jamal,Shead,Jamal Shead,2002-07-24,73,200,2024,sheadja01,Guard,28,active,true
429,1641767,Ben,Sheppard,Ben Sheppard,2001-07-16,78,190,2023,sheppbe01,Guard,21,active,true
430,1642263,Reed,Sheppard,Reed Sheppard,2004-06-24,74,185,2024,sheppre01,Guard,12,active,true
431,1642917,Max,Shulga,Max Shulga,2002-06-25,76,210,2025,shulgma01,Guard,5,active,true
432,1627783,Pascal,Siakam,Pascal Siakam,1994-04-02,80,245,2016,siakapa01,Forward,21,active,true
433,1629014,Anfernee,Simons,Anfernee Simons,1999-06-08,75,200,2018,simonan01,Guard,8,active,true
434,1642354,KJ,Simpson,KJ Simpson,2002-08-08,74,189,2024,simpskj01,Guard,10,active,true
435,1630579,Jericho,Sims,Jericho Sims,1998-10-20,82,250,2021,simsje01,Center,16,active,true
436,1642914,Javon,Small,Javon Small,2002-12-19,73,190,2025,smallja01,Guard,30,active,true
437,203935,Marcus,Smart,Marcus Smart,1994-03-06,75,220,2014,smartma01,Guard,14,active,true
438,1630696,Dru,Smith,Dru Smith,1997-12-30,74,203,Undrafted,smithdr01,Guard,15,active,true
439,1630188,Jalen,Smith,Jalen Smith,2000-03-16,80,244,2020,smithja04,Forward-Center,8,active,true
440,1631095,Jabari,Smith Jr.,Jabari Smith Jr.,2003-05-13,83,220,2022,smithja05,Forward,12,active,true
441,1641733,Nick,Smith Jr.,Nick Smith Jr.,2004-04-18,74,185,2023,smithni01,Guard,14,active,true
442,1631110,Jeremy,Sochan,Jeremy Sochan,2003-05-20,80,230,2022,sochaje01,Forward,19,active,true
443,1642850,Thomas,Sorber,Thomas Sorber,2005-12-25,81,250,2025,sorbeth01,Center,27,active,true
444,1642285,Cam,Spencer,Cam Spencer,2000-04-06,75,205,2024,spencca01,Guard,30,active,true
445,1630311,Pat,Spencer,Pat Spencer,1996-07-04,74,205,Undrafted,spencpa01,Guard,11,active,true
446,1641815,Isaiah,Stevens,Isaiah Stevens,2000-11-01,71,185,Undrafted,steveis01,Guard,25,active,true
447,1630191,Isaiah,Stewart,Isaiah Stewart,2001-05-22,80,250,2020,stewais01,Forward-Center,32,active,true
448,1631124,Julian,Strawther,Julian Strawther,2002-04-18,78,205,2023,strawju01,Guard,10,active,true
449,1629622,Max,Strus,Max Strus,1996-03-28,77,215,Undrafted,strusma01,Guard-Forward,6,active,true
450,1630591,Jalen,Suggs,Jalen Suggs,2001-06-03,77,205,2021,suggsja01,Guard,20,active,true
451,1630256,Jae'Sean,Tate,Jae'Sean Tate,1995-10-28,76,230,Undrafted,tateja01,Forward,12,active,true
452,1628369,Jayson,Tatum,Jayson Tatum,1998-03-03,80,210,2017,tatumja01,Forward-Guard,5,active,true
453,202066,Garrett,Temple,Garrett Temple,1986-05-08,77,195,Undrafted,templga01,Guard-Forward,28,active,true
454,1631207,Dalen,Terry,Dalen Terry,2002-07-12,78,210,2022,terryda01,Forward,22,active,true
455,1642876,Adou,Thiero,Adou Thiero,2004-05-08,79,220,2025,thierad01,Guard,14,active,true
456,1630560,Cam,Thomas,Cam Thomas,2001-10-13,75,210,2021,thomaca02,Guard,,active,true
457,1641708,Amen,Thompson,Amen Thompson,2003-01-30,79,200,2023,thompam01,Guard-Forward,12,active,true
458,1641709,Ausar,Thompson,Ausar Thompson,2003-01-30,79,205,2023,thompau01,Guard-Forward,32,active,true
459,202691,Klay,Thompson,Klay Thompson,1990-02-08,77,220,2011,thompkl01,Guard,9,active,true
460,1629680,Matisse,Thybulle,Matisse Thybulle,1997-03-04,77,202,2019,thybuma01,Guard-Forward,24,active,true
461,1630214,Xavier,Tillman,Xavier Tillman,1999-01-12,80,245,2020,tillmxa01,Forward,33,active,true
462,1641772,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,2000-12-19,80,210,Undrafted,tomlina01,Forward,6,active,true
463,1642910,John,Tonje,John Tonje,2001-04-23,76,218,2025,tonjejo01,Guard,5,active,true
464,1642260,Nikola,Topić,Nikola Topić,2005-08-10,78,200,2024,topicni01,Guard,27,active,true
465,1631210,Jacob,Toppin,Jacob Toppin,2000-05-08,81,200,Undrafted,toppija01,Forward,,active,true
466,1630167,Obi,Toppin,Obi Toppin,1998-03-04,81,220,2020,toppiob01,Forward,21,active,true
467,1626157,Karl-Anthony,Towns,Karl-Anthony Towns,1995-11-15,84,248,2015,townska01,Center-Forward,19,active,true
468,1642849,Nolan,Traore,Nolan Traore,2006-05-28,75,185,2025,traorno01,Guard,18,active,true
469,1631247,Luke,Travers,Luke Travers,2001-09-03,78,207,2022,travelu01,Forward,,active,true
470,1629018,Gary,Trent Jr.,Gary Trent Jr.,1999-01-18,77,204,2018,trentga02,Guard,16,active,true
471,1631131,Oscar,Tshiebwe,Oscar Tshiebwe,1999-11-27,80,255,Undrafted,tshieos01,Forward-Center,29,active,true
472,1626167,Myles,Turner,Myles Turner,1996-03-24,83,250,2015,turnemy01,Center-Forward,16,active,true
473,1641816,Hunter,Tyson,Hunter Tyson,2000-06-13,80,215,2023,tysonhu01,Forward,,active,true
474,1642281,Jaylon,Tyson,Jaylon Tyson,2002-12-02,78,215,2024,tysonja01,Guard-Forward,6,active,true
475,202685,Jonas,Valančiūnas,Jonas Valančiūnas,1992-05-06,83,265,2011,valanjo01,Center,10,active,true
476,1627832,Fred,VanVleet,Fred VanVleet,1994-02-25,72,197,Undrafted,vanvlfr01,Guard,12,active,true
477,1629020,Jarred,Vanderbilt,Jarred Vanderbilt,1999-04-03,80,214,2018,vandeja01,Forward,14,active,true
478,1630170,Devin,Vassell,Devin Vassell,2000-08-23,77,200,2020,vassede01,Guard-Forward,26,active,true
479,1629216,Gabe,Vincent,Gabe Vincent,1996-06-14,74,200,Undrafted,vincega01,Guard,4,active,true
480,1641774,Tristan,Vukcevic,Tristan Vukcevic,2003-03-11,84,220,2023,vukcetr01,Forward,31,active,true
481,202696,Nikola,Vučević,Nikola Vučević,1990-10-24,81,265,2011,vucevni01,Center,5,active,true
482,1629731,Dean,Wade,Dean Wade,1996-11-20,81,228,Undrafted,wadede01,Forward-Center,6,active,true
483,1630532,Franz,Wagner,Franz Wagner,2001-08-27,82,220,2021,wagnefr01,Forward,20,active,true
484,1629021,Moritz,Wagner,Moritz Wagner,1997-04-26,83,245,2018,wagnemo01,Forward-Center,20,active,true
485,1631133,Jabari,Walker,Jabari Walker,2002-07-30,79,237,2022,walkeja01,Forward,22,active,true
486,1641716,Jarace,Walker,Jarace Walker,2003-09-04,79,235,2023,walkeja02,Forward,21,active,true
487,1641717,Cason,Wallace,Cason Wallace,2003-11-07,75,195,2023,wallaca01,Guard,27,active,true
488,1630811,Keaton,Wallace,Keaton Wallace,1999-02-26,75,185,Undrafted,wallake01,Guard,4,active,true
489,1641775,Jordan,Walsh,Jordan Walsh,2004-03-03,78,205,2023,walshjo01,Guard,5,active,true
490,1642266,Ja'Kobe,Walter,Ja'Kobe Walter,2004-09-04,76,180,2024,walteja01,Guard,28,active,true
491,1642276,Kel'el,Ware,Kel'el Ware,2004-04-20,84,230,2024,wareke01,Center,15,active,true
492,1629023,P.J.,Washington,P.J. Washington,1998-08-23,79,230,2019,washipj01,Forward,9,active,true
493,1630322,Lindy,Waters III,Lindy Waters III,1997-07-28,77,210,Undrafted,waterli01,Forward,26,active,true
494,1630570,Trendon,Watford,Trendon Watford,2000-11-09,80,245,Undrafted,watfotr01,Guard-Forward,22,active,true
495,1642364,Jamir,Watkins,Jamir Watkins,2001-07-06,78,210,2025,watkija01,Forward,31,active,true
496,1631212,Peyton,Watson,Peyton Watson,2002-09-11,80,200,2022,watsope01,Guard,10,active,true
497,1641705,Victor,Wembanyama,Victor Wembanyama,2004-01-04,88,235,2023,wembavi01,Forward-Center,26,active,true
498,1631104,Blake,Wesley,Blake Wesley,2003-03-16,76,190,2022,weslebl01,Guard,24,active,true
499,201566,Russell,Westbrook,Russell Westbrook,1988-11-12,76,200,2008,westbru01,Guard,25,active,true
500,1629632,Coby,White,Coby White,2000-02-16,76,210,2019,whiteco01,Guard,33,active,true
501,1628401,Derrick,White,Derrick White,1994-07-02,76,190,2017,whitede01,Guard,5,active,true
502,1641715,Cam,Whitmore,Cam Whitmore,2004-07-08,78,230,2023,whitmca01,Forward,31,active,true
503,1630598,Aaron,Wiggins,Aaron Wiggins,1999-01-02,77,190,2021,wiggiaa01,Guard,27,active,true
504,203952,Andrew,Wiggins,Andrew Wiggins,1995-02-23,78,197,2014,wiggian01,Forward,15,active,true
505,1642873,Amari,Williams,Amari Williams,2002-01-28,83,250,2025,william01,Forward-Center,5,active,true
506,1630314,Brandon,Williams,Brandon Williams,1999-11-22,73,190,Undrafted,willibr03,Guard,9,active,true
507,1642262,Cody,Williams,Cody Williams,2004-11-20,80,190,2024,willico04,Forward,29,active,true
